Ciclo,peso_prom,peso_total,dist_prom,dist_total,corriente_prom,temp_prom,energia_consumida_prom,SOH%
6713,323.73,2173191,173.43,1164246,0.82,25.4,0.15,80.0
6573,325.05,2136546,176.29,1158756,0.83,25.43,0.15,80.0
6623,326.52,2162511,175.19,1160272,0.83,25.43,0.15,80.0
6631,324.81,2153795,174.94,1160013,0.82,25.41,0.15,80.0
6616,325.52,2153659,175.19,1159049,0.83,25.41,0.15,80.0
6660,324.17,2158999,174.91,1164894,0.82,25.4,0.15,80.0
6688,324.38,2169434,174.39,1166344,0.82,25.4,0.15,80.0
6746,321.34,2167750,173.91,1173230,0.82,25.43,0.15,80.0
6737,321.62,2166770,174.33,1174463,0.82,25.41,0.15,80.0
6647,328.56,2183961,173.36,1152342,0.83,25.4,0.15,80.0
6688,322.73,2158420,174.91,1169783,0.82,25.42,0.15,80.0
6777,321.6,2179499,173.52,1175939,0.82,25.41,0.15,80.0
6645,324.71,2157690,175.73,1167747,0.83,25.4,0.15,80.0
6728,324.52,2183368,173.25,1165602,0.82,25.41,0.15,79.99
6687,325.75,2178318,173.98,1163397,0.83,25.41,0.15,80.0
6659,327.5,2180823,173.36,1154421,0.83,25.44,0.15,80.0
6640,324.08,2151921,175.38,1164511,0.82,25.43,0.15,80.0
6675,325.98,2175907,174.42,1164235,0.83,25.43,0.15,80.0
6739,321.91,2169341,174.2,1173956,0.82,25.42,0.15,80.0
6648,325.36,2162994,174.34,1158992,0.83,25.41,0.15,80.0
6699,321.05,2150739,175.22,1173779,0.82,25.41,0.15,80.0
6643,325.96,2165362,174.5,1159173,0.83,25.42,0.15,80.0
6657,323.69,2154789,175.23,1166481,0.82,25.42,0.15,80.0
6611,324.95,2148249,175.52,1160352,0.83,25.44,0.15,80.0
6749,323.57,2183760,172.57,1164697,0.82,25.41,0.15,80.0
6642,324.51,2155416,175.28,1164193,0.82,25.41,0.15,80.0
6624,326.85,2165047,174.78,1157726,0.83,25.4,0.15,80.0
6620,325.42,2154310,174.97,1158304,0.83,25.43,0.15,79.99
6681,326.89,2183969,173.07,1156249,0.83,25.44,0.15,80.0
6680,323.76,2162700,174.23,1163889,0.82,25.42,0.15,80.0
6614,327.37,2165210,174.98,1157347,0.83,25.41,0.15,80.0
6609,326.23,2156067,175.27,1158347,0.83,25.41,0.15,80.0
6610,327.89,2167354,174.79,1155330,0.83,25.4,0.15,80.0
6737,323.59,2180047,173.24,1167116,0.82,25.4,0.15,80.0
6629,326.93,2167188,174.39,1156016,0.83,25.42,0.15,80.0
6684,323.35,2161291,174.31,1165068,0.82,25.41,0.15,80.0
6600,324.85,2144005,175.76,1160004,0.83,25.41,0.15,80.0
6612,324.32,2144392,175.17,1158236,0.82,25.4,0.15,80.0
6616,325.61,2154229,175.03,1157994,0.83,25.42,0.15,80.0
6727,322.05,2166408,173.8,1169158,0.82,25.42,0.15,80.0
6807,322.56,2195641,172.06,1171218,0.82,25.41,0.15,80.0
6645,326.94,2172485,174.1,1156911,0.83,25.41,0.15,79.99
6623,323.79,2144486,175.72,1163821,0.82,25.41,0.15,80.0
6645,323.48,2149496,175.25,1164553,0.82,25.42,0.15,80.0
6741,325.29,2192791,173.47,1169370,0.82,25.42,0.15,80.0
6660,322.84,2150096,175.58,1169340,0.82,25.41,0.15,80.0
6820,321.78,2194561,172.57,1176935,0.82,25.4,0.15,80.0
6761,319.11,2157487,174.36,1178838,0.81,25.41,0.15,80.0
6746,321.69,2170132,173.86,1172856,0.82,25.39,0.15,80.0
6632,321.21,2130274,176.38,1169756,0.82,25.41,0.15,80.0
6768,321.35,2174866,173.49,1174180,0.82,25.4,0.15,80.0
6653,323.82,2154407,175.41,1167009,0.82,25.42,0.15,80.0
