Ciclo,peso_prom,peso_total,dist_prom,dist_total,corriente_prom,temp_prom,energia_consumida_prom,SOH%
3085,799.25,2465687,177.09,546329,1.78,25.83,0.32,80.0
3146,800.32,2517817,173.5,545822,1.77,25.92,0.31,80.0
3073,799.3,2456234,177.53,545553,1.78,25.88,0.32,80.0
3117,796.37,2482286,176.3,549529,1.77,25.87,0.32,80.0
3115,804.49,2505989,174.58,543802,1.78,25.89,0.32,80.0
3108,799.19,2483880,176.04,547143,1.77,25.9,0.32,80.0
3119,803.98,2507627,174.66,544776,1.78,25.92,0.32,80.0
3100,799.14,2477345,176.28,546464,1.77,25.91,0.32,80.0
3144,796.32,2503618,174.84,549694,1.77,25.86,0.32,79.99
3091,800.06,2472988,176.73,546267,1.78,25.88,0.32,80.0
3103,801.58,2487296,175.49,544533,1.78,25.92,0.32,80.0
3101,799.66,2479744,176.08,546034,1.78,25.89,0.32,79.99
3161,800.33,2529853,173.35,547966,1.77,25.87,0.31,79.99
3146,801.27,2520805,173.86,546951,1.78,25.87,0.32,79.99
3153,799.44,2520641,173.78,547924,1.77,25.88,0.31,80.0
3163,799.19,2527845,173.35,548308,1.77,25.86,0.31,79.99
3112,800.13,2490019,175.65,546613,1.78,25.9,0.32,80.0
3132,799.01,2502487,174.48,546460,1.77,25.91,0.32,80.0
3145,795.85,2502937,174.66,549296,1.77,25.93,0.31,80.0
3123,803.79,2510242,174.29,544320,1.78,25.87,0.32,79.99
3088,804.39,2483952,176.22,544158,1.78,25.9,0.32,80.0
3128,798.6,2498018,174.84,546886,1.77,25.89,0.32,80.0
3121,798.9,2493378,175.07,546386,1.77,25.9,0.32,79.99
3148,796.06,2506004,174.43,549098,1.77,25.87,0.31,79.99
3156,802.35,2532219,172.6,544736,1.78,25.89,0.31,79.99
3157,798.18,2519853,173.68,548301,1.77,25.87,0.31,80.0
3146,802.51,2524710,173.3,545206,1.78,25.89,0.31,80.0
3137,801.2,2513376,173.97,545749,1.78,25.88,0.32,80.0
3158,798.78,2522547,173.52,547973,1.77,25.87,0.31,79.99
3136,801.06,2512125,174.27,546510,1.78,25.84,0.32,80.0
3165,802.05,2538489,172.47,545852,1.78,25.92,0.31,80.0
3161,799.73,2527957,173.21,547516,1.77,25.9,0.31,79.99
3141,800.38,2513990,173.59,545249,1.77,25.89,0.32,79.99
3117,797.91,2487099,175.73,547747,1.77,25.9,0.32,79.99
3138,799.07,2507493,174.53,547661,1.77,25.89,0.32,79.99
3149,799.21,2516723,173.8,547292,1.77,25.88,0.31,79.99
3127,794.8,2485326,175.92,550098,1.77,25.85,0.32,79.99
3118,801.34,2498593,175.39,546857,1.78,25.88,0.32,80.0
3107,799.59,2484340,175.87,546420,1.78,25.91,0.32,80.0
3185,796.88,2538072,172.68,549971,1.77,25.87,0.31,80.0
3157,799.33,2523494,173.46,547600,1.77,25.89,0.31,80.0
3141,799.67,2511777,174.17,547053,1.77,25.86,0.32,79.99
3135,802.4,2515525,174.14,545936,1.78,25.85,0.32,80.0
3132,800.19,2506193,174.45,546366,1.77,25.9,0.32,79.99
3130,802.06,2510450,174.37,545767,1.78,25.87,0.32,80.0
3161,800.61,2530712,172.76,546104,1.77,25.88,0.31,80.0
3145,800.0,2516003,174.05,547382,1.77,25.89,0.32,79.99
3117,799.1,2490808,175.06,545676,1.77,25.91,0.32,79.99
3084,799.48,2465594,176.9,545545,1.78,25.89,0.32,80.0
3131,799.92,2504557,174.75,547132,1.77,25.88,0.32,80.0
3128,799.15,2499747,174.78,546717,1.77,25.88,0.32,79.99
3146,799.69,2515813,173.96,547290,1.77,25.88,0.32,80.0
3145,799.6,2514739,173.87,546812,1.77,25.91,0.32,80.0
3108,799.87,2485983,175.89,546670,1.78,25.9,0.32,80.0
3131,801.95,2510918,174.3,545733,1.78,25.89,0.32,80.0
3122,801.43,2502077,175.06,546535,1.78,25.91,0.32,79.99
3139,797.74,2504102,174.62,548118,1.77,25.89,0.32,80.0
