Ciclo,peso_prom,peso_total,dist_prom,dist_total,corriente_prom,temp_prom,energia_consumida_prom,SOH%
10279,199.2,2047581,162.44,1669672,0.56,25.28,0.1,80.0
10402,198.68,2066687,161.21,1676914,0.56,25.28,0.1,80.0
10174,200.96,2044562,162.85,1656844,0.56,25.27,0.1,80.0
10332,198.72,2053169,162.08,1674628,0.56,25.28,0.1,80.0
10259,200.3,2054853,162.35,1665532,0.56,25.28,0.1,80.0
10273,200.73,2062148,161.71,1661232,0.56,25.28,0.1,80.0
10203,200.72,2047899,162.6,1658978,0.56,25.3,0.1,80.0
10255,200.09,2051900,162.61,1667571,0.56,25.29,0.1,80.0
10272,199.81,2052461,162.04,1664460,0.56,25.29,0.1,80.0
10223,199.37,2038182,163.02,1666576,0.56,25.28,0.1,80.0
10210,199.53,2037200,163.19,1666180,0.56,25.29,0.1,80.0
10298,199.6,2055517,161.61,1664261,0.56,25.29,0.1,80.0
10159,200.75,2039453,163.19,1657898,0.56,25.28,0.1,80.0
10204,200.7,2047992,162.47,1657894,0.56,25.29,0.1,80.0
10296,200.55,2064871,161.26,1660315,0.56,25.29,0.1,80.0
10147,200.8,2037476,163.36,1657573,0.56,25.29,0.1,80.0
10148,200.96,2039385,163.27,1656885,0.57,25.27,0.1,80.0
10275,200.71,2062308,161.58,1660242,0.56,25.27,0.1,80.0
10150,201.13,2041435,162.86,1653064,0.57,25.29,0.1,80.0
10231,199.41,2040130,162.72,1664812,0.56,25.28,0.1,80.0
10127,200.05,2025886,163.42,1654974,0.56,25.28,0.1,80.0
10260,199.68,2048758,162.16,1663731,0.56,25.28,0.1,80.0
10399,199.77,2077358,160.4,1667955,0.56,25.28,0.1,80.0
10208,199.66,2038105,163.0,1663863,0.56,25.28,0.1,80.0
10173,200.11,2035722,163.33,1661555,0.56,25.29,0.1,80.0
10282,199.62,2052454,162.48,1670647,0.56,25.28,0.1,80.0
10460,197.32,2063981,161.06,1684636,0.56,25.28,0.1,80.0
10336,197.99,2046466,162.07,1675184,0.56,25.26,0.1,80.0
10243,198.59,2034173,163.03,1669873,0.56,25.28,0.1,80.0
10243,199.19,2040351,162.94,1668991,0.56,25.28,0.1,80.0
10208,199.97,2041306,162.54,1659216,0.56,25.29,0.1,80.0
10227,200.64,2051911,162.56,1662536,0.56,25.28,0.1,80.0
10316,201.05,2074014,160.9,1659800,0.56,25.27,0.1,80.0
10193,200.21,2040739,162.79,1659332,0.56,25.28,0.1,80.0
10204,200.51,2045987,162.83,1661516,0.56,25.26,0.1,80.0
10142,200.82,2036759,163.25,1655666,0.56,25.28,0.1,80.0
10211,200.97,2052133,162.7,1661337,0.56,25.27,0.1,80.0
10278,199.9,2054554,162.0,1665060,0.56,25.28,0.1,80.0
10162,201.37,2046295,163.09,1657291,0.57,25.28,0.1,80.0
10394,200.92,2088348,160.6,1669254,0.56,25.26,0.1,80.0
10186,200.76,2044955,162.9,1659261,0.56,25.28,0.1,80.0
10271,199.64,2050522,161.73,1661172,0.56,25.26,0.1,80.0
10299,198.68,2046183,162.57,1674266,0.56,25.29,0.1,80.0
10312,200.27,2065225,161.5,1665412,0.56,25.28,0.1,80.0
10293,200.5,2063773,161.93,1666778,0.56,25.28,0.1,80.0
10074,201.07,2025559,163.92,1651299,0.57,25.29,0.1,80.0
10300,199.04,2050163,161.81,1666616,0.56,25.28,0.1,80.0
10282,198.69,2042943,162.45,1670324,0.56,25.27,0.1,80.0
10280,201.65,2072918,161.46,1659766,0.56,25.29,0.1,80.0
10151,200.24,2032672,163.89,1663600,0.56,25.28,0.1,80.0
10349,199.63,2065983,161.2,1668271,0.56,25.29,0.1,80.0
10279,200.14,2057281,161.96,1664795,0.56,25.29,0.1,80.0
10298,200.84,2068207,161.42,1662321,0.56,25.28,0.1,80.0
10259,199.7,2048688,162.43,1666338,0.56,25.3,0.1,80.0
10199,199.68,2036485,163.17,1664195,0.56,25.26,0.1,80.0
10108,199.99,2021510,164.53,1663104,0.56,25.3,0.1,80.0
10220,200.24,2046440,162.59,1661621,0.56,25.29,0.1,80.0
10301,199.29,2052906,162.07,1669470,0.56,25.29,0.1,80.0
10321,199.58,2059852,161.66,1668456,0.56,25.29,0.1,80.0
10275,199.72,2052135,162.29,1667551,0.56,25.27,0.1,80.0
10289,201.31,2071315,161.4,1660669,0.56,25.27,0.1,80.0
10139,200.86,2036546,163.39,1656580,0.57,25.27,0.1,80.0
10203,198.35,2023766,163.67,1669963,0.56,25.27,0.1,80.0
10276,199.26,2047627,162.13,1666036,0.56,25.28,0.1,80.0
10137,200.44,2031839,163.34,1655765,0.56,25.27,0.1,80.0
