,Caso,Peso_kg,Distancia_m,Vida_util_horas
52,Distancia corta - Peso alto,953.4625932908364,57.37965647353989,4972.7032043942145
53,Distancia corta - Peso alto,706.9815807207477,105.38542844013207,5179.580656961914
54,Distancia corta - Peso alto,944.3405447766808,146.9302535619099,4787.514240532746
55,Distancia corta - Peso alto,784.55643243202,102.30978441701488,5088.222478341752
56,Distancia corta - Peso alto,735.4494482864968,112.93986381352624,4882.013215690707
57,Distancia corta - Peso alto,909.0211496092452,119.57486889846172,4826.833517352205
58,Distancia corta - Peso alto,888.6828540339652,95.45410647677733,4964.500052346765
59,Distancia corta - Peso alto,963.2416040581159,112.75580800840635,4777.6008649911855
60,Distancia corta - Peso alto,920.5213131411657,108.43143119231001,4874.594867783908
61,Distancia corta - Peso alto,941.0442791154546,140.11580104909888,4745.1878308871055
62,Distancia corta - Peso alto,784.6103717713919,54.54463803414579,5380.739513902434
63,Distancia corta - Peso alto,753.2318631339168,78.09631895922303,4995.129461895664
64,Distancia corta - Peso alto,925.1844254922576,145.04114840765587,4845.016802831838
65,Distancia corta - Peso alto,942.0504217801792,139.02637838909163,5027.553014793029
66,Distancia corta - Peso alto,997.151542600202,95.56567527857129,4961.812591520603
67,Distancia corta - Peso alto,823.7853030734279,112.01325978015367,4942.553194469013
68,Distancia corta - Peso alto,811.6054257378349,77.73811829811326,5110.037353676232
69,Distancia corta - Peso alto,932.9238882225991,68.81211597237613,5136.957186758344
70,Distancia corta - Peso alto,802.2410620759053,96.36984049399823,4881.095195822804
71,Distancia corta - Peso alto,979.2271976810694,85.33522280260527,4869.465262123426
72,Distancia corta - Peso alto,957.5238255529035,108.3656111850872,4929.759878296897
73,Distancia corta - Peso alto,828.6982082125055,57.77346369649848,4526.723106220123
74,Distancia corta - Peso alto,925.2613203374492,147.43948076661667,4681.903351909095
75,Distancia corta - Peso alto,926.3628622254047,148.62107444796027,5258.29044195994
76,Distancia corta - Peso alto,730.9371606507798,119.81617140197451,5317.070955919278
77,Distancia corta - Peso alto,970.7658720038701,103.60963663441204,4934.802426915592
78,Distancia corta - Peso alto,851.5757117343571,80.95276162863277,5101.89013484211
79,Distancia corta - Peso alto,947.9372398323225,131.37950197069486,5046.979936295456
80,Distancia corta - Peso alto,796.0148803091836,118.47311725538793,5602.888153548367
81,Distancia corta - Peso alto,968.6569685488602,66.26169393448913,5208.855034207207
82,Distancia corta - Peso alto,816.760503620249,141.09271844938425,4961.036332401947
83,Distancia corta - Peso alto,703.2512954440895,132.25372429231692,4797.285112653914
84,Distancia corta - Peso alto,971.6145929257791,144.9799913291924,4662.976677123966
85,Distancia corta - Peso alto,727.3860030358401,122.571950838836,5028.801361521197
86,Distancia corta - Peso alto,795.7940912771245,111.341519593579,4835.9022074172335
87,Distancia corta - Peso alto,985.0185901152415,91.82430362906189,4700.039384799704
88,Distancia corta - Peso alto,985.1821440812669,143.2728483354013,4854.761508203592
89,Distancia corta - Peso alto,872.0313664369858,136.60638895004084,4769.5170776689665
90,Distancia corta - Peso alto,889.5511636509398,54.52186701061894,5323.648884623664
91,Distancia corta - Peso alto,834.533656593496,52.6366974497252,5163.388852961389
92,Distancia corta - Peso alto,787.9632315094193,87.64633668780496,4985.8848525705325
93,Distancia corta - Peso alto,798.5993636109748,131.0553330781833,5282.961394659215
94,Distancia corta - Peso alto,901.7555368231115,148.72761293149443,5000.757507573725
95,Distancia corta - Peso alto,925.7123588313041,65.04168911035282,4813.337140838995
96,Distancia corta - Peso alto,937.4737131177545,109.4130715352135,5289.687405184884
97,Distancia corta - Peso alto,936.8854428383662,88.08908566310215,5093.024014409051
98,Distancia corta - Peso alto,727.3618309146071,146.99143978146031,4780.464410152737
99,Distancia corta - Peso alto,848.3260914107744,134.21189231357087,4948.133677873608
