Ciclo,peso_prom,peso_total,dist_prom,dist_total,corriente_prom,temp_prom,energia_consumida_prom,SOH%
995,850.24,845992,462.26,459953,2.16,26.1,1.01,79.99
999,851.84,850990,459.88,459424,2.16,26.08,1.0,79.99
989,851.51,842144,464.26,459154,2.17,26.04,1.01,79.98
990,849.67,841170,464.19,459546,2.16,26.04,1.01,79.98
995,847.79,843555,462.85,460539,2.16,26.13,1.01,79.99
995,851.35,847093,461.73,459417,2.16,26.13,1.01,79.99
991,851.99,844324,463.28,459108,2.17,26.07,1.01,79.99
987,857.33,846183,462.71,456691,2.18,26.05,1.01,80.0
1007,846.33,852257,458.83,462042,2.15,26.1,0.99,79.99
1003,848.0,850542,460.0,461385,2.16,26.04,1.0,79.99
998,847.5,845806,462.04,461114,2.16,26.06,1.0,79.99
1001,845.32,846167,461.19,461655,2.15,26.1,1.0,80.0
994,852.66,847543,461.68,458912,2.17,26.08,1.01,79.98
982,852.88,837530,466.21,457814,2.17,26.1,1.02,79.99
996,851.01,847608,461.17,459321,2.16,26.12,1.0,79.99
994,850.88,845773,462.27,459498,2.16,26.07,1.01,79.99
996,853.19,849782,460.49,458649,2.17,26.09,1.0,79.99
983,847.79,833382,467.75,459802,2.16,26.13,1.02,79.98
992,849.08,842284,463.22,459511,2.16,26.0,1.01,79.99
992,851.86,845049,462.52,458821,2.17,26.1,1.01,80.0
1007,842.36,848252,460.65,463872,2.15,26.07,0.99,79.99
993,846.8,840875,464.19,460941,2.16,26.06,1.01,79.99
992,853.46,846634,462.19,458493,2.17,26.09,1.01,80.0
988,848.34,838161,465.5,459913,2.16,26.09,1.01,79.99
1000,849.47,849466,460.11,460109,2.16,26.02,1.0,80.0
995,850.63,846372,462.23,459922,2.16,26.06,1.01,79.99
984,851.29,837670,465.74,458283,2.17,26.03,1.02,80.0
993,855.45,849464,460.91,457687,2.17,26.06,1.01,80.0
998,848.42,846723,462.09,461162,2.16,26.1,1.0,79.98
982,853.77,838406,465.57,457192,2.17,26.1,1.02,80.0
984,848.52,834945,467.03,459559,2.16,26.06,1.02,79.99
989,857.4,847967,461.63,456557,2.18,26.05,1.01,79.99
986,848.0,836125,466.35,459820,2.16,26.02,1.01,79.99
1000,850.54,850544,459.63,459632,2.16,26.1,1.0,80.0
999,846.92,846078,461.65,461188,2.16,26.12,1.0,80.0
990,852.64,844118,462.87,458246,2.17,26.06,1.01,79.99
1006,847.07,852153,459.44,462200,2.15,26.11,1.0,79.98
994,852.69,847575,461.67,458902,2.17,26.12,1.01,79.98
994,849.53,844438,462.96,460185,2.16,26.11,1.01,79.99
991,851.27,843609,463.37,459201,2.17,26.05,1.01,80.0
996,850.5,847099,461.62,459774,2.16,26.04,1.0,79.99
987,848.84,837809,465.53,459473,2.16,26.07,1.01,80.0
998,851.03,849331,461.1,460175,2.16,26.06,1.0,79.97
1000,845.53,845531,461.84,461845,2.15,26.06,1.0,79.98
998,848.34,846646,461.42,460492,2.16,26.05,1.0,79.99
996,850.32,846919,461.69,459843,2.16,26.06,1.01,79.98
989,848.15,838820,465.14,460020,2.16,26.14,1.01,79.99
