,Caso,Peso_kg,Distancia_m,Vida_util_horas
83,Distancia corta - Peso bajo,175.3888858849815,113.22642879195304,4851.314592650697
84,Distancia corta - Peso bajo,192.53595713392127,51.30944565883336,5034.054837973136
85,Distancia corta - Peso bajo,160.27557483282843,116.35373720167107,4845.58845000923
86,Distancia corta - Peso bajo,249.52187603525022,67.80359668697514,4873.411182487585
87,Distancia corta - Peso bajo,200.54407801849584,146.1070317469455,4714.490763206102
88,Distancia corta - Peso bajo,146.44253902936345,64.8662727753113,4812.637782510176
89,Distancia corta - Peso bajo,279.9149146549137,91.46241237270237,4724.732655857928
90,Distancia corta - Peso bajo,176.77824427464228,58.534966807864386,4801.705396005951
91,Distancia corta - Peso bajo,208.71057222279774,149.68742518459473,5206.40020133675
92,Distancia corta - Peso bajo,281.2944221929094,100.21950103312426,4805.099049892452
93,Distancia corta - Peso bajo,224.84759918279843,109.53850173200438,5522.22739096588
94,Distancia corta - Peso bajo,123.37960814167282,56.70764773884275,5096.3592248721425
95,Distancia corta - Peso bajo,287.966424722695,124.99604703991778,5031.647759991815
96,Distancia corta - Peso bajo,225.54161061428357,70.99055930955858,4824.377395330067
97,Distancia corta - Peso bajo,166.98112293141722,139.80542894407137,5136.438815606274
98,Distancia corta - Peso bajo,127.85441453267745,70.51396404820072,4882.390506822068
99,Distancia corta - Peso bajo,258.8050378540592,69.06877206636665,5019.967337184731
